Tag ID,Timestamp,X,Y,Z,Temp. (°C),Press. (mBar)
118,09-30-2024 19:25:16.000,-0.56268,-0.9378,0,28.7,0.38
118,09-30-2024 19:25:16.040,-0.56268,-0.9378,-0.12504,,
118,09-30-2024 19:25:16.080,-0.56268,-0.9378,0,,
118,09-30-2024 19:25:16.120,-0.56268,-1.00032,-0.12504,,
118,09-30-2024 19:25:16.160,-0.50016,-1.00032,-0.18756,,
118,09-30-2024 19:25:16.200,-0.56268,-0.9378,-0.37512,,
118,09-30-2024 19:25:16.240,-0.6252,-0.9378,-0.37512,,
118,09-30-2024 19:25:16.280,-0.56268,-1.06284,-0.43764,,
118,09-30-2024 19:25:16.320,-0.56268,-1.00032,-0.43764,,
118,09-30-2024 19:25:16.360,-0.56268,-0.9378,-0.43764,,
118,09-30-2024 19:25:16.400,-0.50016,-1.00032,-0.3126,,
118,09-30-2024 19:25:16.440,-0.50016,-1.00032,-0.3126,,
118,09-30-2024 19:25:16.480,-0.43764,-1.00032,-0.18756,,
118,09-30-2024 19:25:16.520,-0.43764,-0.9378,-0.12504,,
118,09-30-2024 19:25:16.560,-0.43764,-0.9378,0,,
118,09-30-2024 19:25:16.600,-0.37512,-0.9378,0.06252,,
118,09-30-2024 19:25:16.640,-0.37512,-0.9378,0.12504,,
118,09-30-2024 19:25:16.680,-0.3126,-1.00032,0.3126,,
118,09-30-2024 19:25:16.720,-0.3126,-1.00032,0.25008,,
118,09-30-2024 19:25:16.760,-0.25008,-1.00032,0.25008,,
118,09-30-2024 19:25:16.800,-0.3126,-1.00032,0.25008,,
118,09-30-2024 19:25:16.840,-0.25008,-0.9378,0.25008,,
118,09-30-2024 19:25:16.880,-0.3126,-0.9378,0.18756,,
118,09-30-2024 19:25:16.920,-0.37512,-0.87528,0.12504,,
118,09-30-2024 19:25:16.960,-0.3126,-1.00032,0.06252,,
118,09-30-2024 19:25:17.000,-0.37512,-1.00032,0.06252,28.4,0.84
118,09-30-2024 19:25:17.040,-0.37512,-1.12036,-0.05752,,
118,09-30-2024 19:25:17.080,-0.37512,-1.01032,-0.17756,,
118,09-30-2024 19:25:17.120,-0.48516,-1.00032,-0.24258,,
118,09-30-2024 19:25:17.160,-0.44764,-1.00032,-0.3026,,
118,09-30-2024 19:25:17.200,-0.48766,-1.00032,-0.3126,,
118,09-30-2024 19:25:17.240,-0.50016,-0.9528,-0.3126,,
